StartDateofShoppingStudyPart1,DurationinsecondsofShoppingStudyPart1,age,InformedConsent,ProductSelected,PRE_FeltUrge,PRE_PurchaseIntent,gender,gender_other,StartDateofShopping_Study_Part2,DurationinsecondsofShopping_Study_Part2,POST_FeltUrge,POST_PurchaseIntent,Shopped,Bought,ImpulseBuyngFreq,MaritalStatus,Race_white,Race_hispaniclatino,Race_black,Race_nativeamerican,Race_asian,Race_pacificislander,Race_other,Race_othertext,employment_full,employment_part,employment_outandlooking,employment_outandNotlooking,employment_stayathomeparent,employment_student,employment_military,employment_retired,employment_unabletowork,employment_other,employment_otherText,education,householdincome,DIFF_Urge,DIFF_Intent,TimeElapsed_Minutes,TimeElapsed_Hours,Part1_Complete,Part2_Complete,filter_$,PRE_UrgeIntent_INDEX,POST_UrgeIntent_INDEX,DIFF_UrgeIntent_INDEX,ImpFreq_HighLow
01/29/2018 12:21 PM,87,19,1,3,1,1,2, ,01/30/2018 8:27 AM,79,1,1,0,0,2,6, , ,., ,1, , , , ,1, , , ,1, , , , , ,3,4,0,0,1205,20.08333333,1,1,1,1,1,0, 
01/29/2018 9:34 AM,75,20,1,5,1,1,2, ,01/30/2018 11:06 AM,67,1,1,0,0,3,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,6,0,0,1533,25.55,1,1,1,1,1,0,1
01/29/2018 10:15 AM,75,19,1,2,1,1,2, ,01/30/2018 2:12 PM,67,1,1,0,0,3,6, , ,1, , , , , , , , , , ,1, , , , , ,1,5,0,0,1438,23.96666667,1,1,1,1,1,0,1
01/29/2018 6:37 PM,112,20,1,2,1,1,2, ,01/30/2018 1:33 PM,123,1,1,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,4,0,0,898,14.96666667,1,1,1,1,1,0, 
01/29/2018 10:44 AM,81,18,1,2,1,1,2, ,01/30/2018 9:13 AM,91,1,1,0,0,3,6, , ,1, , , , , , , , , , ,1, , , , , ,3,1,0,0,1349,22.48333333,1,1,1,1,1,0,1
01/29/2018 10:10 AM,83,22,1,6,1,1,1, ,01/30/2018 9:07 AM,86,1,1,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,5,1,0,0,1376,22.93333333,1,1,1,1,1,0, 
01/29/2018 9:56 AM,143,18,1,1,1,3,2, ,01/30/2018 9:51 AM,106,1,3,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,4,0,0,1435,23.91666667,1,1,1,2,2,0, 
01/29/2018 2:57 PM,75,23,1,4,1,1,2, ,01/30/2018 9:50 AM,74,1,1,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,6,0,0,1133,18.88333333,1,1,1,1,1,0, 
01/29/2018 9:33 AM,84,22,1,5,1,2,2, ,01/30/2018 8:39 AM,85,1,2,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,5,0,0,1386,23.1,1,1,1,1.5,1.5,0, 
01/29/2018 8:37 PM,84,21,1,2,1,1,2, ,01/30/2018 9:40 AM,121,5,1,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,1,-4,0,783,13.05,1,1,1,1,3,-2,1
01/29/2018 9:45 AM,54,21,1,6,1,1,1, ,01/30/2018 8:34 AM,54,3,3,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,4,-2,-2,1369,22.81666667,1,1,1,1,3,-2,1
01/29/2018 9:44 AM,338,18,1,1,2,2,2, ,01/30/2018 8:41 AM,2073,1,2,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,5,1,0,1406,23.43333333,1,1,1,2,1.5,.5,1
01/29/2018 10:25 AM,1626,18,1,1,2,3,1, ,01/30/2018 9:18 AM,73,1,2,0,0,1,6,1, ,., , , , , , , , , , ,1, , , , , ,2,6,1,1,1347,22.45,1,1,1,2.5,1.5,1,0
01/29/2018 10:04 AM,107,21,1,6,2,1,2, ,01/30/2018 9:04 AM,4424,3,1,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,1,-1,0,1453,24.21666667,1,1,1,1.5,2,-.5, 
01/29/2018 9:31 AM,88,21,1,6,2,1,2, ,01/30/2018 8:32 AM,126,2,2,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,4,0,-1,1382,23.03333333,1,1,1,1.5,2,-.5, 
01/29/2018 11:08 AM,82,18,1,1,2,1,1, ,01/30/2018 9:53 AM,91,1,1,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,2,4,1,0,1365,22.75,1,1,1,1.5,1,.5, 
01/29/2018 2:53 PM,99,19,1,5,2,2,2, ,01/30/2018 10:11 AM,65,1,2,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,2,6,1,0,1157,19.28333333,1,1,1,2,1.5,.5, 
01/29/2018 10:47 AM,59,20,1,6,2,4,2, ,01/30/2018 8:28 AM,78,2,3,0,0,2,6,1,1,., , , , , , ,1, , , ,1, , , , , ,2,1,0,1,1301,21.68333333,1,1,1,3,2.5,.5, 
01/29/2018 9:47 AM,56,19,1,2,2,1,2, ,01/30/2018 8:28 AM,54,3,1,0,0,2,6,1, ,., , , , , , ,1, , , , , , , , , ,3,6,-1,0,1121,18.68333333,1,1,1,1.5,2,-.5, 
01/30/2018 7:21 AM,109,18,1,2,2,1,2, ,01/30/2018 9:41 AM,96,1,1,0,0,3,6, , ,1, , , , , , ,1, , , ,1, , , , , ,3,1,1,0,140,2.333333333,1,1,1,1.5,1,.5,1
01/29/2018 4:11 PM,61,18,1,1,2,1,1, ,01/30/2018 8:42 AM,113,2,1,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,2,6,0,0,992,16.53333333,1,1,1,1.5,1.5,0,1
01/29/2018 12:34 PM,127,18,1,3,2,1,2, ,01/31/2018 8:21 AM,78,2,1,0,0,1,6,1, ,., , , , , , , , , , ,1, , , , , ,2,4,0,0,2626,43.76666667,1,1,1,1.5,1.5,0,0
01/30/2018 1:34 PM,48,19,1,1,2,4,2, ,02/01/2018 10:08 AM,125,2,4,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,5,0,0,2436,40.6,1,1,1,3,3,0, 
01/29/2018 11:21 AM,62,20,1,2,2,3,2, ,01/30/2018 9:23 AM,200,2,3,0,0,3,6, , ,1, , , , , , ,1, , , ,1, , , , , ,3,4,0,0,1324,22.06666667,1,1,1,2.5,2.5,0,1
01/30/2018 6:25 PM,132,20,1,5,2,1,2, ,01/31/2018 9:19 PM,427,1,1,0,0,3,6, , ,1, ,1, , , , , , , , ,1, , , , , ,3,4,1,0,1619,26.98333333,1,1,1,1.5,1,.5,1
01/30/2018 9:29 AM,67,21,1,2,2,2,2, ,01/31/2018 8:14 AM,93,1,1,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , ,1,Intern,3,3,1,1,1366,22.76666667,1,1,1,2,1,1, 
01/29/2018 12:05 PM,107,20,1,2,2,1,2, ,01/30/2018 8:35 AM,71,4,4,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,3,-2,-3,1230,20.5,1,1,1,1.5,4,-2.5, 
01/29/2018 10:06 AM,96,20,1,6,2,2,2, ,01/30/2018 10:21 AM,118,5,4,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,6,-3,-2,1217,20.28333333,1,1,1,2,4.5,-2.5, 
01/29/2018 10:58 AM,119,19,1,1,2,1,2, ,01/31/2018 8:18 AM,138,3,1,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,4,-1,0,2720,45.33333333,1,1,1,1.5,2,-.5, 
01/29/2018 9:52 AM,195,21,1,2,2,1,2, ,01/30/2018 8:38 AM,48,1,1,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,6,1,0,1364,22.73333333,1,1,1,1.5,1,.5, 
01/29/2018 3:26 PM,111,20,1,6,2,1,1, ,01/30/2018 10:16 AM,86,1,1,0,0,2,6,1, ,., , , , , , ,1, , , , , , , , , ,2,5,1,0,1130,18.83333333,1,1,1,1.5,1,.5, 
01/29/2018 10:19 AM,67,19,1,6,2,1,2, ,01/30/2018 9:07 AM,64,2,1,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,5,0,0,1367,22.78333333,1,1,1,1.5,1.5,0, 
01/29/2018 9:42 AM,178,21,1,1,2,1,1, ,01/30/2018 9:28 AM,142,3,2,0,0,1,6,1, ,., , , , , , , , , , ,1, , , , , ,3,5,-1,-1,1425,23.75,1,1,1,1.5,2.5,-1,0
01/29/2018 3:21 PM,79,20,1,2,2,1,2, ,01/30/2018 9:45 AM,126,2,1,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,5,0,0,1105,18.41666667,1,1,1,1.5,1.5,0,1
01/29/2018 8:56 PM,71,21,1,3,2,1,1, ,01/30/2018 5:44 PM,85,2,1,0,0,3,6,1, ,., , , , , , ,1, , , , , , , , , ,3,3,0,0,1247,20.78333333,1,1,1,1.5,1.5,0,1
01/29/2018 3:52 PM,58,21,1,4,2,2,2, ,01/30/2018 12:43 PM,50,2,2,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,4,0,0,1251,20.85,1,1,1,2,2,0, 
01/29/2018 11:50 AM,105,21,1,2,2,2,2, ,01/30/2018 9:18 AM,53,2,2,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,5,0,0,1287,21.45,1,1,1,2,2,0,1
01/29/2018 9:56 AM,143,21,1,3,2,2,1, ,01/30/2018 10:02 AM,163,2,1,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,1,0,1,1446,24.1,1,1,1,2,1.5,.5, 
01/29/2018 9:33 AM,84,20,1,3,2,1,1, ,01/30/2018 8:59 AM,96,2,2,0,0,2,2,1, ,., , , , , , ,1, , , ,1, , , , , ,3,1,0,-1,1406,23.43333333,1,1,1,1.5,2,-.5, 
01/29/2018 10:41 AM,105,19,1,1,2,3,2, ,01/30/2018 7:48 PM,81,3,3,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,4,-1,0,1986,33.1,1,1,1,2.5,3,-.5,1
01/29/2018 9:31 AM,69,18,1,1,2,2,1, ,01/30/2018 1:11 PM,54,2,2,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,5,0,0,1660,27.66666667,1,1,1,2,2,0,1
01/29/2018 9:34 AM,63,20,1,5,2,1,1, ,01/30/2018 8:42 AM,135,3,1,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,6,-1,0,1389,23.15,1,1,1,1.5,2,-.5, 
01/29/2018 10:28 AM,689,18,1,6,2,4,2, ,01/30/2018 8:34 AM,94,5,4,0,0,3,6,1, ,., , , , , , ,1, , , , , , , , , ,2,5,-3,0,1317,21.95,1,1,1,3,4.5,-1.5,1
01/29/2018 12:06 PM,96,22,1,3,2,2,1, ,01/30/2018 8:30 AM,67,2,1,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,1,0,1,1223,20.38333333,1,1,1,2,1.5,.5, 
01/30/2018 12:13 PM,61,22,1,2,2,3,2, ,01/31/2018 10:37 AM,50,1,3,0,0,3,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,5,1,0,1344,22.4,1,1,1,2.5,2,.5,1
02/01/2018 11:14 AM,77,20,1,2,3,3,2, ,02/02/2018 9:55 AM,54,2,3,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,5,1,0,1122,18.7,1,1,1,3,2.5,.5, 
01/31/2018 12:50 PM,117,18,1,2,3,3,2, ,02/01/2018 8:44 AM,103,2,1,0,0,2,6,1, ,., , , , , , ,1, , , , , , , , , ,3,6,1,2,1194,19.9,1,1,1,3,1.5,1.5, 
01/29/2018 10:05 AM,81,18,1,5,3,3,2, ,01/30/2018 10:16 AM,92,4,3,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,6,-1,0,1213,20.21666667,1,1,1,3,3.5,-.5, 
01/29/2018 9:56 AM,62,21,1,6,3,2,2, ,01/30/2018 11:28 AM,41,2,2,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,4,1,0,1531,25.51666667,1,1,1,2.5,2,.5,1
01/29/2018 2:04 PM,193,20,1,6,3,2,1, ,01/30/2018 11:28 AM,93,3,3,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,6,0,-1,1283,21.38333333,1,1,1,2.5,3,-.5, 
01/31/2018 8:07 AM,157,20,1,2,3,1,1, ,02/02/2018 9:59 AM,110,1,1,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,4,2,0,2990,49.83333333,1,1,1,2,1,1, 
01/29/2018 9:34 AM,153,22,1,3,3,3,1, ,01/30/2018 8:46 AM,63,2,2,0,0,2,6, , ,., ,1, , , , ,1, , , ,1, , , , , ,3,1,1,1,1390,23.16666667,1,1,1,3,2,1, 
01/29/2018 10:00 AM,63,19,1,3,3,3,2, ,01/30/2018 9:26 AM,70,3,4,0,0,3,6, , ,., ,1, , , , ,1, , , , , , , , , ,3,5,0,-1,1406,23.43333333,1,1,1,3,3.5,-.5,1
01/29/2018 10:41 PM,168,20,1,6,3,1,2, ,01/30/2018 10:20 AM,135,2,3,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,4,1,-2,698,11.63333333,1,1,1,2,2.5,-.5,1
01/29/2018 9:32 AM,128,21,1,2,3,3,2, ,01/30/2018 9:56 AM,889,3,3,0,0,1,6,1, ,., , , , , ,1, , , , ,1, , , , , ,3,2,0,0,1477,24.61666667,1,1,1,3,3,0,0
01/29/2018 9:31 AM,117,20,1,5,3,3,1, ,01/30/2018 11:24 AM,128,3,3,0,0,1,6, , ,1, , , , , , , , , , ,1, , , , , ,3,2,0,0,1314,21.9,1,1,1,3,3,0,0
01/29/2018 12:09 PM,961,21,1,6,3,3,1, ,01/30/2018 10:56 AM,95,2,1,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,5,1,2,1353,22.55,1,1,1,3,1.5,1.5,1
01/29/2018 9:57 AM,48,22,1,3,3,1,1, ,01/30/2018 9:05 AM,55,2,1,0,0,3,6, , ,., ,1, , , , ,1, , , ,1, , , , , ,3,5,1,0,1389,23.15,1,1,1,2,1.5,.5,1
01/29/2018 1:20 PM,856,18,1,2,3,1,2, ,01/30/2018 8:28 AM,161,1,1,0,0,1,6,1, ,., , , , , , , , , , ,1, , , , , ,2,6,2,0,1135,18.91666667,1,1,1,2,1,1,0
01/29/2018 10:40 AM,114,19,1,1,3,3,2, ,01/30/2018 4:34 PM,93,2,4,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,3,1,-1,1794,29.9,1,1,1,3,3,0, 
01/29/2018 11:32 AM,60,18,1,6,3,3,2, ,01/30/2018 9:43 AM,103,4,3,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,3,-1,0,1332,22.2,1,1,1,3,3.5,-.5, 
01/29/2018 11:23 AM,59,21,1,2,3,2,2, ,01/30/2018 8:45 AM,55,4,3,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,2,5,-1,-1,1282,21.36666667,1,1,1,2.5,3.5,-1,1
01/29/2018 11:17 AM,67,21,1,5,3,2,2, ,01/30/2018 8:25 AM,65,2,2,0,0,2,2,1, ,., , , ,1, , ,1, , , ,1, , , , , ,3,1,1,0,1268,21.13333333,1,1,1,2.5,2,.5, 
01/29/2018 7:20 PM,68,22,1,6,3,3,2, ,01/30/2018 1:16 PM,124,3,2,0,0,2,6, , ,., , , ,1, , , , , , ,1, , , , , ,2,6,0,1,1077,17.95,1,1,1,3,2.5,.5, 
01/29/2018 10:17 AM,355,20,1,6,3,3,2, ,01/30/2018 11:17 AM,241,3,3,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,6,6,0,0,1498,24.96666667,1,1,1,3,3,0,1
01/29/2018 11:25 AM,100,21,1,3,3,3,2, ,01/30/2018 5:42 PM,75,3,2,0,0,3,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,4,0,1,1818,30.3,1,1,1,3,2.5,.5,1
01/29/2018 11:41 AM,84,21,1,3,3,4,1, ,01/31/2018 10:36 PM,71,3,3,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,6,4,0,1,3295,54.91666667,1,1,1,3.5,3,.5, 
01/31/2018 6:45 AM,82,19,1,3,3,2,1, ,01/31/2018 1:59 PM,59,3,1,0,0,2,6,1, ,., , , , , , ,1, , , , , , , , , ,3,6,0,1,433,7.216666667,1,1,1,2.5,2,.5, 
01/29/2018 12:31 PM,124,20,1,2,3,2,1, ,01/30/2018 8:53 PM,54,2,1,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,4,1,1,1941,32.35,1,1,1,2.5,1.5,1,1
01/29/2018 10:41 AM,145,19,1,6,3,3,2, ,01/30/2018 10:44 AM,82,1,1,0,0,1,6,1, ,., , , , , , ,1, , , ,1, , , , , ,2,6,2,2,1441,24.01666667,1,1,1,3,1,2,0
01/29/2018 9:41 AM,80,20,1,2,3,1,2, ,01/30/2018 8:30 AM,62,3,1,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,1,0,0,1369,22.81666667,1,1,1,2,2,0,1
01/29/2018 9:42 AM,88,25,1,3,3,2,2, ,01/30/2018 7:28 PM,78,4,3,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,5,1,-1,-1,2026,33.76666667,1,1,1,2.5,3.5,-1, 
01/29/2018 10:40 AM,92,18,1,2,3,1,1, ,01/30/2018 9:03 AM,54,1,1,0,0,1,6,1, ,., ,1, , , , , , , , ,1, , , , , ,3,4,2,0,1342,22.36666667,1,1,1,2,1,1,0
01/30/2018 6:51 PM,87,20,1,3,3,3,1, ,01/31/2018 2:55 PM,80,4,4,0,0,2,6, , ,., , , ,1,ME/NA, , , , , ,1, , , , , ,5,4,-1,-1,1203,20.05,1,1,1,3,4,-1, 
01/29/2018 11:16 AM,81,19,1,1,3,3,1, ,01/30/2018 8:31 AM,62,3,2,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,5,0,1,1036,17.26666667,1,1,1,3,2.5,.5,1
01/29/2018 12:09 PM,81,19,1,5,3,2,2, ,01/31/2018 8:00 PM,48,1,2,0,0,3,6,1, ,., , , , , , ,1, , , , , , , , , ,3,4,2,0,3351,55.85,1,1,1,2.5,1.5,1,1
01/29/2018 9:55 AM,64,19,1,2,3,2,2, ,01/30/2018 8:29 AM,70,2,2,0,0,4,6,1, ,., , , , , , , , , , ,1, , , , , ,2,4,1,0,1355,22.58333333,1,1,1,2.5,2,.5,1
01/29/2018 3:07 PM,68,19,1,5,3,3,2, ,01/30/2018 10:40 AM,47,2,3,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,1,1,0,933,15.55,1,1,1,3,2.5,.5, 
01/29/2018 9:31 AM,99,18,1,2,4,3,2, ,01/30/2018 12:23 PM,57,4,4,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,5,0,-1,1611,26.85,1,1,1,3.5,4,-.5, 
01/29/2018 9:43 AM,92,20,1,2,4,2,2, ,01/30/2018 2:51 PM,104,3,2,0,0,1,2, , ,1, , , , , , ,1, , , , , , , , , ,5,3,1,0,1748,29.13333333,1,1,1,3,2.5,.5,0
01/29/2018 9:41 AM,92,20,1,5,4,3,1, ,01/31/2018 5:24 AM,112,4,4,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,3,0,-1,2622,43.7,1,1,1,3.5,4,-.5, 
01/29/2018 7:50 PM,1766,20,1,2,4,4,2, ,02/02/2018 10:35 AM,79,4,4,0,0,2,6, , ,1, , , , , , ,1, , , ,1, , , , , ,3,6,0,0,5176,86.26666667,1,1,1,4,4,0, 
01/29/2018 1:42 PM,115,18,1,1,4,1,1, ,01/30/2018 8:28 AM,99,1,1,0,0,3,6, , ,., ,1, , , , ,1, , , ,1, , , , , ,3,5,3,0,1125,18.75,1,1,1,2.5,1,1.5,1
01/29/2018 12:45 PM,6427,20,1,2,4,3,2, ,01/30/2018 9:16 AM,62,2,1,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,6,2,2,1124,18.73333333,1,1,1,3.5,1.5,2,1
01/29/2018 11:45 AM,69,20,1,1,4,3,1, ,01/30/2018 9:38 AM,80,4,4,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,3,0,-1,1314,21.9,1,1,1,3.5,4,-.5,1
01/29/2018 9:35 AM,88,21,1,5,4,3,1, ,01/30/2018 2:30 PM,90,3,4,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,4,1,-1,1735,28.91666667,1,1,1,3.5,3.5,0, 
01/29/2018 9:49 AM,581,21,1,1,4,5,1, ,01/30/2018 9:39 AM,79,3,3,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,6,6,1,2,1192,19.86666667,1,1,1,4.5,3,1.5, 
01/29/2018 9:49 AM,140,19,1,2,4,4,1, ,01/30/2018 8:26 AM,103,5,4,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,4,-1,0,1357,22.61666667,1,1,1,4,4.5,-.5, 
01/29/2018 9:37 AM,110,18,1,2,4,2,2, ,01/30/2018 10:48 AM,71,2,1,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,3,2,1,1510,25.16666667,1,1,1,3,1.5,1.5, 
01/29/2018 9:32 AM,105,19,1,5,4,4,1, ,01/30/2018 9:38 AM,55,4,4,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,1,0,0,1446,24.1,1,1,1,4,4,0, 
01/29/2018 10:17 AM,81,20,1,2,4,4,2, ,01/30/2018 9:45 AM,52,5,4,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,5,-1,0,1408,23.46666667,1,1,1,4,4.5,-.5,1
01/29/2018 1:47 PM,97,21,1,6,4,4,1, ,01/30/2018 8:31 AM,36,1,2,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,6,3,2,884,14.73333333,1,1,1,4,1.5,2.5, 
